id_atencion,id_cliente,documento_cliente,fecha_atencion,fecha_proceso,valor_facturado,estado,codigo_cups,canal_ingreso,json_detalle
6007,1757,11252456,2025-09-29T19:49:49.644157,2025-09-29,166957.95,cancelada,3820,APP,"{""diagnostico"": ""DX146"", ""medico"": ""Dr. Gomez""}"
6008,641,83185059,2025-12-21T19:49:49.644173,2025-12-21,357496.22,cancelada,7520,CALL_CENTER,"{""diagnostico"": ""DX122"", ""medico"": ""Dr. Perez""}"
6009,481,55539157,2026-02-14T19:49:49.644189,2026-02-14,28544.32,Pendiente,9190,WEB,"{""diagnostico"": ""DX25"", ""medico"": ""Dr. Gomez""}"
6010,1086,89928605,2025-10-07T19:49:49.644205,2025-10-07,215464.34,Cancelada,9605,CALL_CENTER,"{""diagnostico"": ""DX93"", ""medico"": ""Dr. Gomez""}"
6011,1711,24484465,2025-10-03T19:49:49.644221,2025-10-03,-124677.83,ACTIVA,5382,APP,"{""diagnostico"": ""DX4"", ""medico"": ""Dr. Perez""}"
6012,782,13190007,2026-02-22T19:49:49.644237,2026-02-22,374285.05,Pendiente,5518,WEB,"{""diagnostico"": ""DX101"", ""medico"": ""Dr. Gomez""}"
6013,397,82142182,2025-12-28T19:49:49.644253,2025-12-28,63729.23,Pendiente,8540,CALL_CENTER,"{""diagnostico"": ""DX115"", ""medico"": ""Dr. Gomez""}"
6014,1206,58220766,2025-11-27T19:49:49.644270,2025-11-27,252520.5,Pendiente,4406,CALL_CENTER,"{""diagnostico"": ""DX86"", ""medico"": ""Dr. Gomez""}"
6015,1317,29918884,2026-02-11T19:49:49.644289,2026-02-11,261645.54,Cancelada,1313,APP,"{""diagnostico"": ""DX89"", ""medico"": ""Dr. Lopez""}"
6016,220,99429395,2025-10-25T19:49:49.644305,2025-10-25,225877.24,cancelada,5499,CALL_CENTER,"{""diagnostico"": ""DX143"", ""medico"": ""Dr. Lopez""}"
6017,479,84371755,2025-09-14T19:49:49.644321,2025-09-14,-243435.5,CERRADA,4820,CALL_CENTER,"{""diagnostico"": ""DX196"", ""medico"": ""Dr. Lopez""}"
6018,1711,28164730,2025-09-05T19:49:49.644338,2025-09-05,237038.91,CERRADA,2759,CALL_CENTER,"{""diagnostico"": ""DX32"", ""medico"": ""Dr. Gomez""}"
6019,1004,36810055,2025-12-31T19:49:49.644355,2025-12-31,324751.46,cancelada,2234,APP,"{""diagnostico"": ""DX100"", ""medico"": ""Dr. Lopez""}"
6020,1861,84962313,2025-10-03T19:49:49.644374,2025-10-03,217163.55,Cancelada,3305,WEB,{malformado: true}
6021,1269,61443580,2025-10-03T19:49:49.644389,2025-10-03,173084.72,Cancelada,2249,WEB,"{""diagnostico"": ""DX12"", ""medico"": ""Dr. Gomez""}"
6022,179,96905413,2026-02-23T19:49:49.644406,2026-02-23,315593.9,CERRADA,6472,WEB,"{""diagnostico"": ""DX152"", ""medico"": ""Dr. Perez""}"
6023,1441,99744316,2025-11-29T19:49:49.644423,2025-11-29,192325.21,ACTIVA,3473,APP,"{""diagnostico"": ""DX43"", ""medico"": ""Dr. Perez""}"
6024,1086,31143088,2026-01-06T19:49:49.644438,2026-01-06,258993.19,cancelada,3665,APP,"{""diagnostico"": ""DX107"", ""medico"": ""Dr. Perez""}"
6025,1102,60082164,2025-11-03T19:49:49.644455,2025-11-03,238499.74,PENDIENTE,7905,APP,"{""diagnostico"": ""DX20"", ""medico"": ""Dr. Perez""}"
6026,99,30125577,2025-11-04T19:49:49.644472,2025-11-04,322218.53,cancelada,6327,APP,"{""diagnostico"": ""DX92"", ""medico"": ""Dr. Gomez""}"
6027,625,43465729,2025-12-09T19:49:49.644489,2025-12-09,340168.19,cancelada,7523,APP,"{""diagnostico"": ""DX154"", ""medico"": ""Dr. Gomez""}"
6028,799,76166087,2025-09-08T19:49:49.644510,2025-09-08,229451.84,CERRADA,2327,APP,"{""diagnostico"": ""DX135"", ""medico"": ""Dr. Lopez""}"
6029,695,97064761,2025-12-03T19:49:49.644551,2025-12-03,211406.84,Cancelada,9669,WEB,"{""diagnostico"": ""DX115"", ""medico"": ""Dr. Perez""}"
6030,1,20120935,2025-12-10T19:49:49.644570,2025-12-10,294010.21,Pendiente,8591,CALL_CENTER,"{""diagnostico"": ""DX29"", ""medico"": ""Dr. Lopez""}"
6031,270,21617377,2025-10-23T19:49:49.644586,2025-10-23,361974.92,ACTIVA,4221,WEB,"{""diagnostico"": ""DX79"", ""medico"": ""Dr. Lopez""}"
6032,786,31979582,2026-01-15T19:49:49.644613,2026-01-15,276537.75,cancelada,5218,CALL_CENTER,"{""diagnostico"": ""DX82"", ""medico"": ""Dr. Gomez""}"
6033,1634,67882355,2025-09-19T19:49:49.644636,2025-09-19,310230.45,cancelada,6649,APP,"{""diagnostico"": ""DX37"", ""medico"": ""Dr. Perez""}"
6034,1896,25380446,2025-09-26T19:49:49.644664,2025-09-26,312960.9,cancelada,1142,APP,"{""diagnostico"": ""DX146"", ""medico"": ""Dr. Gomez""}"
6035,1124,13619847,2026-02-02T19:49:49.644681,2026-02-02,281818.3,CERRADA,1623,WEB,"{""diagnostico"": ""DX33"", ""medico"": ""Dr. Gomez""}"
6036,545,97378415,2025-09-20T19:49:49.644699,2025-09-20,60472.61,Cancelada,2747,APP,"{""diagnostico"": ""DX146"", ""medico"": ""Dr. Lopez""}"
6037,1044,24580774,2025-10-30T19:49:49.644715,2025-10-30,334888.29,Pendiente,3153,APP,"{""diagnostico"": ""DX126"", ""medico"": ""Dr. Gomez""}"
6038,567,75964719,2025-11-04T19:49:49.644731,2025-11-04,204206.49,CERRADA,6473,APP,"{""diagnostico"": ""DX94"", ""medico"": ""Dr. Gomez""}"
6039,725,40893339,2026-02-21T19:49:49.644748,2026-02-21,-225491.79,Pendiente,6614,CALL_CENTER,"{""diagnostico"": ""DX83"", ""medico"": ""Dr. Gomez""}"
6040,154,78580651,2025-11-14T19:49:49.644764,2025-11-14,401461.14,cancelada,5066,WEB,"{""diagnostico"": ""DX60"", ""medico"": ""Dr. Lopez""}"
6041,811,65201945,2025-10-02T19:49:49.644781,2025-10-02,144644.73,cancelada,4968,APP,"{""diagnostico"": ""DX11"", ""medico"": ""Dr. Perez""}"
6042,2020,62508307,2025-08-24T19:49:49.644800,2025-08-24,384623.94,Pendiente,6804,CALL_CENTER,"{""diagnostico"": ""DX149"", ""medico"": ""Dr. Lopez""}"
6043,593,60737279,2025-12-13T19:49:49.644816,2025-12-13,135464.15,PENDIENTE,4705,WEB,"{""diagnostico"": ""DX95"", ""medico"": ""Dr. Lopez""}"
6044,853,61287120,2025-12-05T19:49:49.644832,2025-12-05,207606.08,ACTIVA,5629,WEB,"{""diagnostico"": ""DX126"", ""medico"": ""Dr. Perez""}"
6045,824,74467451,2025-12-06T19:49:49.644849,2025-12-06,224613.28,cancelada,6594,APP,"{""diagnostico"": ""DX152"", ""medico"": ""Dr. Lopez""}"
6046,924,76274039,2025-10-03T19:49:49.644865,2025-10-03,360466.36,Cancelada,2366,CALL_CENTER,"{""diagnostico"": ""DX31"", ""medico"": ""Dr. Perez""}"
6047,325,52460245,2025-11-13T19:49:49.644881,2025-11-13,291423.03,CERRADA,9052,APP,"{""diagnostico"": ""DX71"", ""medico"": ""Dr. Perez""}"
6048,1173,59528630,2026-02-26T19:49:49.644898,2026-02-26,198050.06,Cancelada,9797,CALL_CENTER,"{""diagnostico"": ""DX160"", ""medico"": ""Dr. Perez""}"
6049,5,18419852,2025-12-09T19:49:49.644914,2025-12-09,235586.92,ACTIVA,4973,WEB,"{""diagnostico"": ""DX27"", ""medico"": ""Dr. Lopez""}"
6050,414,45080158,2025-09-03T19:49:49.644930,2025-09-03,84516.74,Cancelada,9974,WEB,"{""diagnostico"": ""DX41"", ""medico"": ""Dr. Gomez""}"
6051,527,98651750,2026-03-01T19:49:49.644947,2026-03-01,186158.5,cancelada,3887,WEB,"{""diagnostico"": ""DX182"", ""medico"": ""Dr. Gomez""}"
6052,1996,71507245,2026-01-01T19:49:49.644967,2026-01-01,202949.49,PENDIENTE,3099,CALL_CENTER,"{""diagnostico"": ""DX66"", ""medico"": ""Dr. Perez""}"
6053,2022,21861142,2025-12-11T19:49:49.644983,2025-12-11,214037.44,Cancelada,1412,CALL_CENTER,"{""diagnostico"": ""DX184"", ""medico"": ""Dr. Gomez""}"
6054,8,68514826,2025-09-05T19:49:49.644999,2025-09-05,136314.67,PENDIENTE,7977,APP,"{""diagnostico"": ""DX135"", ""medico"": ""Dr. Lopez""}"
6055,412,71506123,2025-08-30T19:49:49.645016,2025-08-30,247571.82,Cancelada,2468,CALL_CENTER,"{""diagnostico"": ""DX130"", ""medico"": ""Dr. Gomez""}"
6056,233,41602584,2025-12-16T19:49:49.645032,2025-12-16,406734.47,Cancelada,8140,APP,{malformado: true}
6057,1887,32018383,2026-01-07T19:49:49.645047,2026-01-07,241082.6,ACTIVA,2600,CALL_CENTER,"{""diagnostico"": ""DX2"", ""medico"": ""Dr. Gomez""}"
6058,546,58352498,2026-01-16T19:49:49.645063,2026-01-16,-208518.11,PENDIENTE,5930,CALL_CENTER,"{""diagnostico"": ""DX129"", ""medico"": ""Dr. Lopez""}"
6059,1634,70180068,2025-12-16T19:49:49.645079,2025-12-16,199806.33,Cancelada,8576,WEB,"{""diagnostico"": ""DX50"", ""medico"": ""Dr. Perez""}"
6060,1676,40402353,2025-11-07T19:49:49.645095,2025-11-07,150724.18,Pendiente,1155,CALL_CENTER,"{""diagnostico"": ""DX73"", ""medico"": ""Dr. Lopez""}"
6061,934,70707268,2025-12-28T19:49:49.645112,2025-12-28,179143.29,Cancelada,6238,APP,"{""diagnostico"": ""DX44"", ""medico"": ""Dr. Perez""}"
6062,909,25475781,2025-09-11T19:49:49.645128,2025-09-11,284498.1,Pendiente,8090,CALL_CENTER,"{""diagnostico"": ""DX132"", ""medico"": ""Dr. Lopez""}"
6063,267,50044711,2025-09-01T19:49:49.645147,2025-09-01,372745.14,ACTIVA,7275,WEB,"{""diagnostico"": ""DX61"", ""medico"": ""Dr. Perez""}"
6064,155,12503178,2026-02-14T19:49:49.645163,2026-02-14,286211.06,Pendiente,6831,APP,{malformado: true}
6065,251,52366840,2025-12-28T19:49:49.645177,2025-12-28,269909.11,CERRADA,2468,APP,"{""diagnostico"": ""DX48"", ""medico"": ""Dr. Perez""}"
6066,1503,26007195,2025-12-07T19:49:49.645194,2025-12-07,182493.26,Cancelada,8898,WEB,"{""diagnostico"": ""DX110"", ""medico"": ""Dr. Lopez""}"
6067,901,26445860,2025-12-11T19:49:49.645211,2025-12-11,258652.64,CERRADA,9084,CALL_CENTER,{malformado: true}
6068,21,87697487,2025-10-29T19:49:49.645225,2025-10-29,345949.42,cancelada,7240,WEB,"{""diagnostico"": ""DX113"", ""medico"": ""Dr. Perez""}"
6069,1516,92502027,2025-12-10T19:49:49.645241,2025-12-10,72645.75,CERRADA,2427,WEB,"{""diagnostico"": ""DX124"", ""medico"": ""Dr. Perez""}"
6070,1990,72303364,2025-10-17T19:49:49.645259,2025-10-17,280389.07,ACTIVA,2013,WEB,"{""diagnostico"": ""DX78"", ""medico"": ""Dr. Gomez""}"
6071,422,19821773,2025-10-22T19:49:49.645276,2025-10-22,-317065.94,ACTIVA,6187,APP,"{""diagnostico"": ""DX126"", ""medico"": ""Dr. Perez""}"
6072,1598,23324462,2025-10-06T19:49:49.645292,2025-10-06,304631.29,Pendiente,9655,APP,"{""diagnostico"": ""DX107"", ""medico"": ""Dr. Lopez""}"
6073,390,80134637,2025-10-17T19:49:49.645308,2025-10-17,176290.13,CERRADA,6506,CALL_CENTER,{malformado: true}
6074,9,84636731,2025-09-03T19:49:49.645323,2025-09-03,333100.32,Cancelada,9785,WEB,"{""diagnostico"": ""DX186"", ""medico"": ""Dr. Lopez""}"
6075,606,80522068,2025-10-20T19:49:49.645342,2025-10-20,-276582.18,Pendiente,6797,CALL_CENTER,"{""diagnostico"": ""DX27"", ""medico"": ""Dr. Lopez""}"
6076,1049,38779180,2026-02-26T19:49:49.645359,2026-02-26,98367.79,Pendiente,7327,APP,"{""diagnostico"": ""DX32"", ""medico"": ""Dr. Lopez""}"
6077,949,55766579,2026-01-31T19:49:49.645374,2026-01-31,211731.02,ACTIVA,3526,APP,"{""diagnostico"": ""DX83"", ""medico"": ""Dr. Lopez""}"
6078,1489,91435293,2025-10-23T19:49:49.645390,2025-10-23,156900.5,ACTIVA,2909,CALL_CENTER,"{""diagnostico"": ""DX187"", ""medico"": ""Dr. Lopez""}"
6079,278,98848657,2025-11-20T19:49:49.645405,2025-11-20,178889.13,Cancelada,2924,APP,"{""diagnostico"": ""DX86"", ""medico"": ""Dr. Lopez""}"
6080,1996,21986247,2025-10-14T19:49:49.645420,2025-10-14,252178.51,PENDIENTE,1271,APP,"{""diagnostico"": ""DX58"", ""medico"": ""Dr. Perez""}"
6081,1324,47461388,2025-12-20T19:49:49.645437,2025-12-20,257897.21,CERRADA,2827,CALL_CENTER,"{""diagnostico"": ""DX108"", ""medico"": ""Dr. Gomez""}"
6082,1836,82965901,2025-11-22T19:49:49.645453,2025-11-22,276899.54,Pendiente,8184,APP,"{""diagnostico"": ""DX81"", ""medico"": ""Dr. Perez""}"
6083,1846,80259285,2025-10-27T19:49:49.645469,2025-10-27,248684.17,ACTIVA,9806,APP,"{""diagnostico"": ""DX12"", ""medico"": ""Dr. Gomez""}"
6084,1167,54515268,2025-09-16T19:49:49.645487,2025-09-16,170963.8,CERRADA,1687,CALL_CENTER,"{""diagnostico"": ""DX78"", ""medico"": ""Dr. Perez""}"
6085,147,87556572,2025-09-03T19:49:49.645503,2025-09-03,317761.16,cancelada,2617,APP,"{""diagnostico"": ""DX122"", ""medico"": ""Dr. Perez""}"
6086,1985,63164834,2026-01-14T19:49:49.645519,2026-01-14,234780.2,ACTIVA,3034,CALL_CENTER,"{""diagnostico"": ""DX108"", ""medico"": ""Dr. Perez""}"
6087,1696,86595925,2025-09-04T19:49:49.645538,2025-09-04,305467.37,cancelada,4503,CALL_CENTER,"{""diagnostico"": ""DX40"", ""medico"": ""Dr. Gomez""}"
6088,1178,24952883,2025-12-10T19:49:49.645556,2025-12-10,219313.78,Pendiente,7539,CALL_CENTER,"{""diagnostico"": ""DX37"", ""medico"": ""Dr. Perez""}"
6089,166,25096071,2026-02-14T19:49:49.645573,2026-02-14,159328.46,CERRADA,6643,WEB,"{""diagnostico"": ""DX131"", ""medico"": ""Dr. Gomez""}"
6090,1955,64307286,2025-12-26T19:49:49.645589,2025-12-26,200186.18,Pendiente,9352,CALL_CENTER,"{""diagnostico"": ""DX181"", ""medico"": ""Dr. Lopez""}"
6091,114,89007886,2026-02-12T19:49:49.645605,2026-02-12,338611.36,Cancelada,7596,APP,"{""diagnostico"": ""DX93"", ""medico"": ""Dr. Perez""}"
6092,1996,33544747,2025-12-30T19:49:49.645620,2025-12-30,314132.83,Pendiente,2299,APP,"{""diagnostico"": ""DX84"", ""medico"": ""Dr. Gomez""}"
6093,1319,86856414,2025-10-24T19:49:49.645636,2025-10-24,-263617.6,PENDIENTE,7381,CALL_CENTER,"{""diagnostico"": ""DX137"", ""medico"": ""Dr. Perez""}"
6094,796,88437671,2025-12-28T19:49:49.645652,2025-12-28,347261.74,Pendiente,3917,APP,"{""diagnostico"": ""DX35"", ""medico"": ""Dr. Perez""}"
6095,258,29815005,2025-10-22T19:49:49.645670,2025-10-22,264899.94,Pendiente,2741,APP,"{""diagnostico"": ""DX47"", ""medico"": ""Dr. Perez""}"
6096,1975,67390000,2025-10-28T19:49:49.645686,2025-10-28,242388.28,CERRADA,8063,APP,"{""diagnostico"": ""DX113"", ""medico"": ""Dr. Perez""}"
6097,1908,94531478,2026-02-13T19:49:49.645703,2026-02-13,-180744.77,Cancelada,5469,APP,"{""diagnostico"": ""DX42"", ""medico"": ""Dr. Gomez""}"
6098,1980,28756661,2025-12-30T19:49:49.645720,2025-12-30,336681.91,CERRADA,3385,APP,"{""diagnostico"": ""DX111"", ""medico"": ""Dr. Perez""}"
6099,474,25889492,2025-11-10T19:49:49.645736,2025-11-10,216871.98,ACTIVA,3419,CALL_CENTER,"{""diagnostico"": ""DX92"", ""medico"": ""Dr. Perez""}"
6100,1099,37755913,2025-12-08T19:49:49.645752,2025-12-08,260895.34,cancelada,7158,APP,"{""diagnostico"": ""DX83"", ""medico"": ""Dr. Lopez""}"
6101,1287,55873306,2025-09-25T19:49:49.645771,2025-09-25,197399.6,cancelada,7591,CALL_CENTER,"{""diagnostico"": ""DX118"", ""medico"": ""Dr. Gomez""}"
6102,869,66726301,2025-09-07T19:49:49.645787,2025-09-07,207304.08,PENDIENTE,8426,WEB,"{""diagnostico"": ""DX169"", ""medico"": ""Dr. Gomez""}"
6103,1310,85531860,2026-01-07T19:49:49.645804,2026-01-07,204485.66,CERRADA,4974,CALL_CENTER,"{""diagnostico"": ""DX100"", ""medico"": ""Dr. Perez""}"
6104,1599,53369724,2025-09-25T19:49:49.645820,2025-09-25,297362.05,CERRADA,4110,APP,"{""diagnostico"": ""DX93"", ""medico"": ""Dr. Gomez""}"
6105,546,28724442,2025-11-20T19:49:49.645837,2025-11-20,314032.85,cancelada,6375,WEB,{malformado: true}
6106,1281,75528398,2026-02-19T19:49:49.645853,2026-02-19,107160.72,PENDIENTE,9870,APP,"{""diagnostico"": ""DX61"", ""medico"": ""Dr. Gomez""}"
6107,616,53065679,2026-01-13T19:49:49.645872,2026-01-13,278169.26,Pendiente,9995,APP,"{""diagnostico"": ""DX75"", ""medico"": ""Dr. Gomez""}"
6108,855,20426557,2025-12-22T19:49:49.645889,2025-12-22,291492.26,ACTIVA,8639,APP,"{""diagnostico"": ""DX107"", ""medico"": ""Dr. Gomez""}"
6109,2022,52977307,2025-11-16T19:49:49.645905,2025-11-16,423637.89,Cancelada,7054,APP,"{""diagnostico"": ""DX5"", ""medico"": ""Dr. Lopez""}"
6110,1531,18819050,2025-11-30T19:49:49.645921,2025-11-30,417861.6,Cancelada,3085,APP,"{""diagnostico"": ""DX62"", ""medico"": ""Dr. Gomez""}"
6111,1755,75076372,2025-10-01T19:49:49.645936,2025-10-01,130211.09,CERRADA,3185,APP,"{""diagnostico"": ""DX197"", ""medico"": ""Dr. Gomez""}"
6112,932,52664237,2025-11-09T19:49:49.645952,2025-11-09,317727.31,ACTIVA,3165,APP,"{""diagnostico"": ""DX85"", ""medico"": ""Dr. Gomez""}"
6113,1761,93923940,2025-10-02T19:49:49.645968,2025-10-02,289907.8,CERRADA,7580,APP,"{""diagnostico"": ""DX3"", ""medico"": ""Dr. Lopez""}"
6114,632,26330847,2025-12-18T19:49:49.645984,2025-12-18,372112.19,CERRADA,3074,WEB,"{""diagnostico"": ""DX106"", ""medico"": ""Dr. Gomez""}"
6115,305,94595702,2025-11-20T19:49:49.646000,2025-11-20,317145.21,Pendiente,1661,CALL_CENTER,"{""diagnostico"": ""DX99"", ""medico"": ""Dr. Gomez""}"
6116,679,83981754,2026-01-17T19:49:49.646016,2026-01-17,112555.51,Pendiente,4300,WEB,"{""diagnostico"": ""DX2"", ""medico"": ""Dr. Lopez""}"
6117,195,14643355,2026-02-16T19:49:49.646033,2026-02-16,236999.99,Cancelada,7771,CALL_CENTER,"{""diagnostico"": ""DX100"", ""medico"": ""Dr. Gomez""}"
6118,409,30059658,2025-08-29T19:49:49.646049,2025-08-29,251797.41,PENDIENTE,4884,APP,"{""diagnostico"": ""DX9"", ""medico"": ""Dr. Gomez""}"
6119,1877,96780700,2026-02-28T19:49:49.646066,2026-02-28,443273.36,CERRADA,3158,WEB,"{""diagnostico"": ""DX69"", ""medico"": ""Dr. Gomez""}"
6120,1029,59716518,2026-02-10T19:49:49.646081,2026-02-10,242443.43,Pendiente,8625,WEB,"{""diagnostico"": ""DX101"", ""medico"": ""Dr. Perez""}"
6121,1952,37923854,2025-09-26T19:49:49.646097,2025-09-26,197487.13,cancelada,2198,APP,"{""diagnostico"": ""DX119"", ""medico"": ""Dr. Perez""}"
6122,960,42403462,2025-10-20T19:49:49.646114,2025-10-20,260497.76,PENDIENTE,7658,APP,"{""diagnostico"": ""DX54"", ""medico"": ""Dr. Perez""}"
6123,445,41001572,2025-12-13T19:49:49.646131,2025-12-13,290905.22,Pendiente,8790,CALL_CENTER,"{""diagnostico"": ""DX12"", ""medico"": ""Dr. Gomez""}"
6124,1287,96407488,2025-09-04T19:49:49.646147,2025-09-04,256329.0,Pendiente,5027,WEB,"{""diagnostico"": ""DX173"", ""medico"": ""Dr. Perez""}"
6125,1570,91384410,2025-10-14T19:49:49.646166,2025-10-14,326146.45,Cancelada,9412,APP,"{""diagnostico"": ""DX104"", ""medico"": ""Dr. Lopez""}"
6126,334,98599162,2025-09-21T19:49:49.646182,2025-09-21,174949.12,CERRADA,1435,WEB,"{""diagnostico"": ""DX45"", ""medico"": ""Dr. Perez""}"
6127,43,12440894,2025-12-11T19:49:49.646200,2025-12-11,110399.33,CERRADA,9964,WEB,"{""diagnostico"": ""DX146"", ""medico"": ""Dr. Perez""}"
6128,1823,40635016,2026-02-14T19:49:49.646216,2026-02-14,242389.47,PENDIENTE,7436,CALL_CENTER,"{""diagnostico"": ""DX194"", ""medico"": ""Dr. Gomez""}"
6129,58,32990567,2025-12-09T19:49:49.646232,2025-12-09,262051.71,cancelada,8292,WEB,"{""diagnostico"": ""DX69"", ""medico"": ""Dr. Lopez""}"
6130,290,48861719,2025-09-07T19:49:49.646248,2025-09-07,176451.68,PENDIENTE,7392,APP,"{""diagnostico"": ""DX97"", ""medico"": ""Dr. Perez""}"
6131,733,72298883,2026-02-17T19:49:49.646264,2026-02-17,282322.65,ACTIVA,5937,APP,"{""diagnostico"": ""DX199"", ""medico"": ""Dr. Lopez""}"
6132,1763,59525945,2025-09-16T19:49:49.646280,2025-09-16,243959.77,ACTIVA,5058,WEB,"{""diagnostico"": ""DX191"", ""medico"": ""Dr. Perez""}"
6133,340,18305065,2025-08-24T19:49:49.646297,2025-08-24,337253.09,CERRADA,5437,APP,"{""diagnostico"": ""DX199"", ""medico"": ""Dr. Lopez""}"
6134,1128,10561783,2025-09-24T19:49:49.646313,2025-09-24,408949.33,CERRADA,6509,CALL_CENTER,"{""diagnostico"": ""DX133"", ""medico"": ""Dr. Lopez""}"
6135,1386,69361819,2025-09-05T19:49:49.646328,2025-09-05,274173.85,PENDIENTE,4257,APP,"{""diagnostico"": ""DX197"", ""medico"": ""Dr. Lopez""}"
6136,772,77082111,2025-11-18T19:49:49.646345,2025-11-18,376551.15,ACTIVA,9297,CALL_CENTER,{malformado: true}
6137,1440,48234425,2025-11-26T19:49:49.646358,2025-11-26,365652.59,Pendiente,9182,APP,"{""diagnostico"": ""DX66"", ""medico"": ""Dr. Lopez""}"
6138,1001,41142271,2025-11-18T19:49:49.646374,2025-11-18,102380.6,ACTIVA,6097,CALL_CENTER,"{""diagnostico"": ""DX65"", ""medico"": ""Dr. Perez""}"
6139,17,94971963,2025-11-08T19:49:49.646393,2025-11-08,356092.68,Cancelada,4016,APP,"{""diagnostico"": ""DX61"", ""medico"": ""Dr. Lopez""}"
6140,1394,81838393,2025-12-31T19:49:49.646410,2025-12-31,440452.76,cancelada,1720,APP,"{""diagnostico"": ""DX21"", ""medico"": ""Dr. Gomez""}"
6141,231,84125096,2026-02-16T19:49:49.646426,2026-02-16,279401.06,CERRADA,5864,CALL_CENTER,"{""diagnostico"": ""DX78"", ""medico"": ""Dr. Gomez""}"
6142,290,16683802,2025-08-25T19:49:49.646442,2025-08-25,-272799.77,Pendiente,9586,WEB,"{""diagnostico"": ""DX100"", ""medico"": ""Dr. Lopez""}"
6143,376,19638293,2025-11-20T19:49:49.646461,2025-11-20,308724.52,cancelada,7164,APP,"{""diagnostico"": ""DX155"", ""medico"": ""Dr. Lopez""}"
6144,1432,50365593,2026-02-11T19:49:49.646476,2026-02-11,297673.0,cancelada,9604,APP,"{""diagnostico"": ""DX24"", ""medico"": ""Dr. Gomez""}"
6145,2035,92180176,2025-10-14T19:49:49.646492,2025-10-14,239901.29,Pendiente,2378,CALL_CENTER,"{""diagnostico"": ""DX168"", ""medico"": ""Dr. Lopez""}"
6146,1094,97425734,2025-12-13T19:49:49.646509,2025-12-13,198999.38,cancelada,8461,CALL_CENTER,"{""diagnostico"": ""DX23"", ""medico"": ""Dr. Perez""}"
6147,797,84374164,2025-09-11T19:49:49.646526,2025-09-11,178825.6,PENDIENTE,2467,CALL_CENTER,"{""diagnostico"": ""DX37"", ""medico"": ""Dr. Gomez""}"
6148,1559,79054820,2025-10-15T19:49:49.646545,2025-10-15,265305.23,PENDIENTE,9732,APP,"{""diagnostico"": ""DX70"", ""medico"": ""Dr. Lopez""}"
6149,936,96209038,2026-02-09T19:49:49.646561,2026-02-09,332869.34,PENDIENTE,6224,WEB,"{""diagnostico"": ""DX133"", ""medico"": ""Dr. Gomez""}"
6150,623,71682087,2025-12-09T19:49:49.646577,2025-12-09,177872.83,ACTIVA,7766,APP,"{""diagnostico"": ""DX80"", ""medico"": ""Dr. Perez""}"
6151,1899,41979369,2025-12-05T19:49:49.646593,2025-12-05,261600.99,PENDIENTE,8361,WEB,"{""diagnostico"": ""DX119"", ""medico"": ""Dr. Gomez""}"
6152,1097,56628673,2025-12-14T19:49:49.646611,2025-12-14,167404.9,Cancelada,7838,WEB,"{""diagnostico"": ""DX148"", ""medico"": ""Dr. Perez""}"
6153,1358,15512555,2025-12-07T19:49:49.646627,2025-12-07,198337.99,cancelada,1418,APP,"{""diagnostico"": ""DX151"", ""medico"": ""Dr. Gomez""}"
6154,22,36389416,2026-02-25T19:49:49.646643,2026-02-25,332332.95,Cancelada,7306,WEB,"{""diagnostico"": ""DX60"", ""medico"": ""Dr. Lopez""}"
6155,196,17846257,2026-01-16T19:49:49.646659,2026-01-16,269344.39,PENDIENTE,9759,WEB,"{""diagnostico"": ""DX69"", ""medico"": ""Dr. Perez""}"
6156,1903,54360605,2025-12-01T19:49:49.646675,2025-12-01,437798.91,Cancelada,7258,CALL_CENTER,"{""diagnostico"": ""DX11"", ""medico"": ""Dr. Perez""}"
6157,1616,31755339,2026-01-03T19:49:49.646692,2026-01-03,103180.11,PENDIENTE,4190,WEB,"{""diagnostico"": ""DX42"", ""medico"": ""Dr. Gomez""}"
6158,574,84053057,2025-09-28T19:49:49.646708,2025-09-28,246483.09,PENDIENTE,9632,WEB,"{""diagnostico"": ""DX29"", ""medico"": ""Dr. Lopez""}"
6159,1213,16229375,2026-02-01T19:49:49.646723,2026-02-01,189523.29,CERRADA,2691,WEB,"{""diagnostico"": ""DX116"", ""medico"": ""Dr. Perez""}"
6160,407,99442271,2025-12-15T19:49:49.646742,2025-12-15,326108.84,Pendiente,8643,WEB,"{""diagnostico"": ""DX69"", ""medico"": ""Dr. Perez""}"
6161,1082,94271290,2025-09-23T19:49:49.646758,2025-09-23,430647.77,CERRADA,3943,WEB,"{""diagnostico"": ""DX160"", ""medico"": ""Dr. Perez""}"
6162,1623,10678387,2025-12-18T19:49:49.646775,2025-12-18,134872.91,Pendiente,8834,CALL_CENTER,"{""diagnostico"": ""DX93"", ""medico"": ""Dr. Lopez""}"
6163,1891,50713283,2026-02-06T19:49:49.646791,2026-02-06,367237.09,Pendiente,4503,CALL_CENTER,"{""diagnostico"": ""DX142"", ""medico"": ""Dr. Lopez""}"
6164,375,13158712,2026-01-29T19:49:49.646808,2026-01-29,196668.11,Cancelada,1927,CALL_CENTER,"{""diagnostico"": ""DX120"", ""medico"": ""Dr. Perez""}"
6165,1988,41921733,2025-10-23T19:49:49.646824,2025-10-23,264170.7,cancelada,1291,CALL_CENTER,"{""diagnostico"": ""DX171"", ""medico"": ""Dr. Perez""}"
